			Position	Word Onset			Word Medial			Word Final			Syllable Onset			Syllable Medial			Syllable Final			Cross Syllable
biPhone	All TypeF	All TokenF	All LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	
ek	1489	13334.000000	9.498072	181	2153.000000	7.674617	1308	11181.000000	9.321971	0	0.000000	0.000000	19	90.000000	4.499810	6	39.000000	3.663562	444	2754.000000	7.920810	1037	10534.000000	9.262363	
iG	908	5854.000000	8.674880	5	27.000000	3.295837	897	5809.000000	8.667164	6	18.000000	2.890372	0	0.000000	0.000000	0	0.000000	0.000000	49	143.000000	4.962845	859	5711.000000	8.650149	
ns	2050	25401.000000	10.142544	0	0.000000	0.000000	2037	25347.000000	10.140416	13	54.000000	3.988984	0	0.000000	0.000000	0	0.000000	0.000000	41	119.000000	4.779123	2009	25282.000000	10.137848	
rk	1114	18627.000000	9.832367	0	0.000000	0.000000	1109	18586.000000	9.830164	5	41.000000	3.713572	0	0.000000	0.000000	2	26.000000	3.258097	5	41.000000	3.713572	1107	18560.000000	9.828764	
Er	2475	65022.000000	11.082481	70	17408.000000	9.764685	2381	47296.000000	10.764181	24	318.000000	5.762051	36	302.000000	5.710427	2	4.000000	1.386294	1269	30141.000000	10.313642	1201	34842.000000	10.458579	
ib	1472	14412.000000	9.575816	21	62.000000	4.127134	1451	14350.000000	9.571505	0	0.000000	0.000000	2	4.000000	1.386294	0	0.000000	0.000000	34	122.000000	4.804021	1438	14290.000000	9.567315	
af	1500	10847.000000	9.291644	646	5695.000000	8.647344	850	5130.000000	8.542861	4	22.000000	3.091042	631	5351.000000	8.585039	0	0.000000	0.000000	951	7301.000000	8.895767	548	3542.000000	8.172447	
ao	115	1786.000000	7.487734	1	2.000000	0.693147	76	1602.000000	7.379008	38	182.000000	5.204007	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	115	1786.000000	7.487734	
od	1069	8829.000000	9.085797	75	394.000000	5.976351	994	8435.000000	9.040145	0	0.000000	0.000000	4	26.000000	3.258097	0	0.000000	0.000000	44	542.000000	6.295266	1023	8268.000000	9.020148	
ki	1186	15141.000000	9.625162	138	5336.000000	8.582232	554	3500.000000	8.160518	494	6305.000000	8.749098	1144	14985.000000	9.614805	23	83.000000	4.418841	1037	10686.000000	9.276690	0	0.000000	0.000000	
nG	1238	12387.000000	9.424403	0	0.000000	0.000000	1213	12240.000000	9.412465	25	147.000000	4.990433	0	0.000000	0.000000	0	0.000000	0.000000	30	171.000000	5.141664	1208	12216.000000	9.410502	
ng	906	5551.000000	8.621733	0	0.000000	0.000000	905	5547.000000	8.621013	1	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	1	4.000000	1.386294	905	5547.000000	8.621013	
Go	1755	18633.000000	9.832689	291	3338.000000	8.113127	1046	9828.000000	9.192991	418	5467.000000	8.606485	1665	18409.000000	9.820595	74	180.000000	5.192957	1327	15987.000000	9.679531	0	0.000000	0.000000	
Ok	414	9591.000000	9.168580	28	1689.000000	7.431892	373	7849.000000	8.968141	13	53.000000	3.970292	28	1734.000000	7.458186	1	4.000000	1.386294	213	2941.000000	7.986505	193	6579.000000	8.791638	
io	257	8381.000000	9.033723	8	3385.000000	8.127109	136	1335.000000	7.196687	113	3661.000000	8.205492	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	257	8381.000000	9.033723	
cu	82	553.000000	6.315358	13	56.000000	4.025352	69	497.000000	6.208590	0	0.000000	0.000000	82	553.000000	6.315358	0	0.000000	0.000000	44	374.000000	5.924256	0	0.000000	0.000000	
fO	312	5846.000000	8.673513	153	4531.000000	8.418698	152	1290.000000	7.162397	7	25.000000	3.218876	290	5450.000000	8.603371	15	335.000000	5.814131	134	1007.000000	6.914731	0	0.000000	0.000000	
uG	233	1537.000000	7.337588	21	366.000000	5.902633	212	1171.000000	7.065613	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	11	38.000000	3.637586	222	1499.000000	7.312553	
Ge	295	2118.000000	7.658228	26	233.000000	5.451038	197	1024.000000	6.931472	72	861.000000	6.758095	292	2114.000000	7.656337	3	4.000000	1.386294	209	1669.000000	7.419980	0	0.000000	0.000000	
kl	715	6588.000000	8.793005	209	2934.000000	7.984122	506	3654.000000	8.203578	0	0.000000	0.000000	706	6568.000000	8.789965	9	20.000000	2.995732	0	0.000000	0.000000	0	0.000000	0.000000	
OL	164	3090.000000	8.035926	2	3.000000	1.098612	162	3087.000000	8.034955	0	0.000000	0.000000	3	11.000000	2.397895	0	0.000000	0.000000	164	3090.000000	8.035926	0	0.000000	0.000000	
LE	58	578.000000	6.359574	1	35.000000	3.555348	57	543.000000	6.297109	0	0.000000	0.000000	58	578.000000	6.359574	0	0.000000	0.000000	29	254.000000	5.537334	0	0.000000	0.000000	
lG	195	1055.000000	6.961296	0	0.000000	0.000000	195	1055.000000	6.961296	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	195	1055.000000	6.961296	
ls	247	1744.000000	7.463937	0	0.000000	0.000000	247	1744.000000	7.463937	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	247	1744.000000	7.463937	
lt	1657	46128.000000	10.739175	0	0.000000	0.000000	1652	46098.000000	10.738525	5	30.000000	3.401197	0	0.000000	0.000000	0	0.000000	0.000000	5	30.000000	3.401197	1652	46098.000000	10.738525	
Om	345	6956.000000	8.847360	21	61.000000	4.110874	321	6866.000000	8.834337	3	29.000000	3.367296	9	21.000000	3.044522	1	1.000000	0.000000	36	268.000000	5.590987	307	6682.000000	8.807173	
Ne	133	846.000000	6.740519	0	0.000000	0.000000	92	449.000000	6.107023	41	397.000000	5.983936	133	846.000000	6.740519	0	0.000000	0.000000	111	768.000000	6.643790	0	0.000000	0.000000	
Ni	220	6792.000000	8.823501	0	0.000000	0.000000	120	1830.000000	7.512071	100	4962.000000	8.509564	220	6792.000000	8.823501	0	0.000000	0.000000	203	6732.000000	8.814628	0	0.000000	0.000000	
No	308	6856.000000	8.832879	0	0.000000	0.000000	187	2223.000000	7.706613	121	4633.000000	8.440960	308	6856.000000	8.832879	0	0.000000	0.000000	296	6457.000000	8.772920	0	0.000000	0.000000	
mu	896	9359.000000	9.144094	430	3731.000000	8.224432	465	5627.000000	8.635332	1	1.000000	0.000000	883	9339.000000	9.141954	10	16.000000	2.772589	647	7133.000000	8.872487	0	0.000000	0.000000	
un	1920	124559.000000	11.732535	273	92224.000000	11.431976	1614	31466.000000	10.356663	33	869.000000	6.767343	82	52089.000000	10.860709	3	13.000000	2.564949	1081	19453.000000	9.875757	813	53595.000000	10.889211	
nc	1420	16776.000000	9.727705	0	0.000000	0.000000	1420	16776.000000	9.727705	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1420	16776.000000	9.727705	
sE	611	23064.000000	10.046028	210	16943.000000	9.737610	398	6097.000000	8.715552	3	24.000000	3.178054	603	23051.000000	10.045464	8	13.000000	2.564949	163	4893.000000	8.495561	0	0.000000	0.000000	
op	1692	22560.000000	10.023934	203	3503.000000	8.161375	1488	19055.000000	9.855085	1	2.000000	0.693147	92	1710.000000	7.444249	0	0.000000	0.000000	343	2958.000000	7.992269	1348	19600.000000	9.883285	
Op	326	11138.000000	9.318118	27	958.000000	6.864848	290	10124.000000	9.222664	9	56.000000	4.025352	3	17.000000	2.833213	0	0.000000	0.000000	93	3427.000000	8.139441	233	7711.000000	8.950403	
rG	527	5205.000000	8.557375	0	0.000000	0.000000	525	5187.000000	8.553911	2	18.000000	2.890372	0	0.000000	0.000000	0	0.000000	0.000000	2	18.000000	2.890372	525	5187.000000	8.553911	
rg	520	3617.000000	8.193400	0	0.000000	0.000000	519	3615.000000	8.192847	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	519	3615.000000	8.192847	
gE	613	8994.000000	9.104313	93	3072.000000	8.030084	519	5921.000000	8.686261	1	1.000000	0.000000	613	8994.000000	9.104313	0	0.000000	0.000000	208	2359.000000	7.765993	0	0.000000	0.000000	
gi	2067	23235.000000	10.053415	240	2940.000000	7.986165	1490	14036.000000	9.549381	337	6259.000000	8.741776	2067	23235.000000	10.053415	0	0.000000	0.000000	1773	20237.000000	9.915268	0	0.000000	0.000000	
ga	1524	11636.000000	9.361859	220	6000.000000	8.699515	1137	4336.000000	8.374708	167	1300.000000	7.170120	1524	11636.000000	9.361859	0	0.000000	0.000000	1142	5429.000000	8.599510	0	0.000000	0.000000	
rp	449	3621.000000	8.194506	0	0.000000	0.000000	449	3621.000000	8.194506	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	449	3621.000000	8.194506	
oS	267	3566.000000	8.179200	27	101.000000	4.615121	238	3452.000000	8.146709	2	13.000000	2.564949	27	101.000000	4.615121	0	0.000000	0.000000	265	3559.000000	8.177235	2	7.000000	1.945910	
Os	806	24788.000000	10.118115	57	879.000000	6.778785	706	23377.000000	10.059508	43	532.000000	6.276643	60	903.000000	6.805723	40	128.000000	4.852030	581	16137.000000	9.688870	184	8521.000000	9.050289	
ov	1650	27911.000000	10.236776	43	649.000000	6.475433	1602	27135.000000	10.208580	5	127.000000	4.844187	5	399.000000	5.988961	0	0.000000	0.000000	128	1940.000000	7.570443	1522	25971.000000	10.164736	
eS	212	2065.000000	7.632886	1	2.000000	0.693147	211	2063.000000	7.631917	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	212	2065.000000	7.632886	0	0.000000	0.000000	
SE	201	2815.000000	7.942718	24	1071.000000	6.976348	177	1744.000000	7.463937	0	0.000000	0.000000	201	2815.000000	7.942718	0	0.000000	0.000000	39	910.000000	6.813445	0	0.000000	0.000000	
Su	136	1738.000000	7.460490	17	29.000000	3.367296	119	1709.000000	7.443664	0	0.000000	0.000000	136	1738.000000	7.460490	0	0.000000	0.000000	119	1593.000000	7.373374	0	0.000000	0.000000	
ku	1470	24567.000000	10.109159	395	9498.000000	9.158837	1069	15060.000000	9.619798	6	9.000000	2.197225	1353	23567.000000	10.067603	14	106.000000	4.663439	1102	20801.000000	9.942756	0	0.000000	0.000000	
uc	695	7958.000000	8.981933	60	1216.000000	7.103322	635	6742.000000	8.816112	0	0.000000	0.000000	65	1216.000000	7.103322	0	0.000000	0.000000	321	4431.000000	8.396381	374	3527.000000	8.168203	
Ef	68	952.000000	6.858565	2	2.000000	0.693147	66	950.000000	6.856462	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	9	52.000000	3.951244	59	900.000000	6.802395	
kE	112	927.000000	6.831954	14	104.000000	4.644391	95	806.000000	6.692084	3	17.000000	2.833213	104	677.000000	6.517671	1	1.000000	0.000000	71	565.000000	6.336826	0	0.000000	0.000000	
Eo	219	1666.000000	7.418181	1	6.000000	1.791759	86	179.000000	5.187386	132	1481.000000	7.300473	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	219	1666.000000	7.418181	
eO	90	692.000000	6.539586	2	5.000000	1.609438	85	671.000000	6.508769	3	16.000000	2.772589	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	90	692.000000	6.539586	
of	730	5828.000000	8.670429	119	1157.000000	7.053586	610	4670.000000	8.448914	1	1.000000	0.000000	117	1152.000000	7.049255	0	0.000000	0.000000	263	2166.000000	7.680637	467	3662.000000	8.205765	
fE	328	5764.000000	8.659387	73	1478.000000	7.298445	249	4043.000000	8.304742	6	243.000000	5.493061	310	5617.000000	8.633553	5	67.000000	4.204693	107	1020.000000	6.927558	0	0.000000	0.000000	
ip	1624	12935.000000	9.467692	155	883.000000	6.783325	1454	11942.000000	9.387817	15	110.000000	4.700480	44	123.000000	4.812184	2	6.000000	1.791759	143	653.000000	6.481577	1479	12276.000000	9.415401	
pe	4104	97498.000000	11.487587	1524	69334.000000	11.146691	2439	26064.000000	10.168310	141	2100.000000	7.649693	3695	91502.000000	11.424116	196	2659.000000	7.885705	1751	24845.000000	10.120412	0	0.000000	0.000000	
ea	733	10454.000000	9.254740	0	0.000000	0.000000	619	8832.000000	9.086137	114	1622.000000	7.391415	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	733	10454.000000	9.254740	
km	1	3.000000	1.098612	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	3.000000	1.098612	
kn	66	1274.000000	7.149917	3	27.000000	3.295837	63	1247.000000	7.128496	0	0.000000	0.000000	3	27.000000	3.295837	0	0.000000	0.000000	0	0.000000	0.000000	63	1247.000000	7.128496	
kw	1734	74702.000000	11.221262	569	60410.000000	11.008910	1165	14292.000000	9.567455	0	0.000000	0.000000	1584	72357.000000	11.189367	150	2345.000000	7.760041	0	0.000000	0.000000	0	0.000000	0.000000	
fo	1793	21120.000000	9.957976	706	13106.000000	9.480825	982	7108.000000	8.868976	105	906.000000	6.809039	1600	19708.000000	9.888780	158	1311.000000	7.178545	563	3938.000000	8.278428	0	0.000000	0.000000	
ef	579	6328.000000	8.752740	78	1806.000000	7.498870	500	4506.000000	8.413165	1	16.000000	2.772589	76	1810.000000	7.501082	0	0.000000	0.000000	109	1958.000000	7.579679	470	4370.000000	8.382518	
eo	485	3331.000000	8.111028	2	2.000000	0.693147	372	2378.000000	7.774015	111	951.000000	6.857514	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	485	3331.000000	8.111028	
wi	960	12424.000000	9.427385	0	0.000000	0.000000	910	10208.000000	9.230927	50	2216.000000	7.703459	0	0.000000	0.000000	287	4139.000000	8.328209	673	8285.000000	9.022202	0	0.000000	0.000000	
wj	67	529.000000	6.270988	0	0.000000	0.000000	67	529.000000	6.270988	0	0.000000	0.000000	0	0.000000	0.000000	67	529.000000	6.270988	0	0.000000	0.000000	0	0.000000	0.000000	
if	1678	15053.000000	9.619333	1	1.000000	0.000000	1677	15052.000000	9.619266	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	164	3046.000000	8.021585	1514	12007.000000	9.393245	
fe	1573	18685.000000	9.835476	504	7216.000000	8.884056	1038	11151.000000	9.319284	31	318.000000	5.762051	1512	18157.000000	9.806811	20	41.000000	3.713572	704	9284.000000	9.136048	1	13.000000	2.564949	
wo	350	2363.000000	7.767687	0	0.000000	0.000000	318	2002.000000	7.601902	32	361.000000	5.888878	0	0.000000	0.000000	2	14.000000	2.639057	348	2349.000000	7.761745	0	0.000000	0.000000	
mO	500	10053.000000	9.215626	228	6878.000000	8.836083	253	2925.000000	7.981050	19	250.000000	5.521461	490	9967.000000	9.207035	10	86.000000	4.454347	287	6822.000000	8.827908	0	0.000000	0.000000	
Ob	128	1546.000000	7.343426	13	263.000000	5.572154	111	1268.000000	7.145196	4	15.000000	2.708050	7	249.000000	5.517453	0	0.000000	0.000000	34	371.000000	5.916202	94	1175.000000	7.069023	
ob	535	6411.000000	8.765771	128	1021.000000	6.928538	407	5390.000000	8.592301	0	0.000000	0.000000	74	396.000000	5.981414	0	0.000000	0.000000	124	867.000000	6.765039	411	5544.000000	8.620472	
kt	53	162.000000	5.087596	0	0.000000	0.000000	53	162.000000	5.087596	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	53	162.000000	5.087596	
ei	282	19682.000000	9.887460	0	0.000000	0.000000	167	706.000000	6.559615	115	18976.000000	9.850930	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	282	19682.000000	9.887460	
mE	703	10940.000000	9.300181	228	7585.000000	8.933928	470	3334.000000	8.111928	5	21.000000	3.044522	699	10933.000000	9.299541	4	7.000000	1.945910	368	5059.000000	8.528924	0	0.000000	0.000000	
iZ	1368	6776.000000	8.821142	0	0.000000	0.000000	1366	6773.000000	8.820699	2	3.000000	1.098612	3	4.000000	1.386294	0	0.000000	0.000000	1368	6776.000000	8.821142	0	0.000000	0.000000	
ZZ	1725	10789.000000	9.286282	0	0.000000	0.000000	1725	10789.000000	9.286282	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1725	10789.000000	9.286282	
gO	101	2200.000000	7.696213	46	1979.000000	7.590347	30	144.000000	4.969813	25	77.000000	4.343805	101	2200.000000	7.696213	0	0.000000	0.000000	75	1726.000000	7.453562	0	0.000000	0.000000	
lb	185	1826.000000	7.509883	0	0.000000	0.000000	185	1826.000000	7.509883	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	185	1826.000000	7.509883	
lg	217	1384.000000	7.232733	0	0.000000	0.000000	217	1384.000000	7.232733	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	217	1384.000000	7.232733	
eb	370	12043.000000	9.396239	29	533.000000	6.278521	341	11510.000000	9.350972	0	0.000000	0.000000	7	201.000000	5.303305	0	0.000000	0.000000	79	9850.000000	9.195227	291	2193.000000	7.693026	
nu	972	14807.000000	9.602855	171	3697.000000	8.215277	793	10817.000000	9.288874	8	293.000000	5.680173	972	14807.000000	9.602855	0	0.000000	0.000000	618	10590.000000	9.267665	0	0.000000	0.000000	
lc	170	1499.000000	7.312553	0	0.000000	0.000000	170	1499.000000	7.312553	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	170	1499.000000	7.312553	
Gw	1033	13320.000000	9.497022	384	5419.000000	8.597667	649	7901.000000	8.974745	0	0.000000	0.000000	1005	12899.000000	9.464905	28	421.000000	6.042633	0	0.000000	0.000000	0	0.000000	0.000000	
lf	172	1214.000000	7.101676	0	0.000000	0.000000	168	1144.000000	7.042286	4	70.000000	4.248495	0	0.000000	0.000000	0	0.000000	0.000000	4	70.000000	4.248495	168	1144.000000	7.042286	
fi	3190	42639.000000	10.660525	889	23068.000000	10.046202	2203	19145.000000	9.859797	98	426.000000	6.054439	3090	41825.000000	10.641250	12	35.000000	3.555348	2602	33980.000000	10.433527	0	0.000000	0.000000	
Ep	100	1318.000000	7.183871	11	442.000000	6.091310	87	873.000000	6.771936	2	3.000000	1.098612	1	2.000000	0.693147	0	0.000000	0.000000	27	549.000000	6.308098	73	769.000000	6.645091	
eu	12	15.000000	2.708050	0	0.000000	0.000000	12	15.000000	2.708050	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	12	15.000000	2.708050	
mb	1354	16332.000000	9.700882	0	0.000000	0.000000	1354	16332.000000	9.700882	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1354	16332.000000	9.700882	
pr	5295	94887.000000	11.460442	3350	66996.000000	11.112388	1945	27891.000000	10.236059	0	0.000000	0.000000	5146	94427.000000	11.455582	149	460.000000	6.131226	0	0.000000	0.000000	0	0.000000	0.000000	
Ot	909	9741.000000	9.184099	29	878.000000	6.777647	867	8783.000000	9.080573	13	80.000000	4.382027	47	1125.000000	7.025538	0	0.000000	0.000000	506	5431.000000	8.599879	403	4310.000000	8.368693	
aG	1260	10603.000000	9.268892	291	2052.000000	7.626570	961	8513.000000	9.049350	8	38.000000	3.637586	166	874.000000	6.773080	0	0.000000	0.000000	243	1131.000000	7.030857	1017	9472.000000	9.156095	
ub	594	8059.000000	8.994545	55	150.000000	5.010635	535	7900.000000	8.974618	4	9.000000	2.197225	17	25.000000	3.218876	0	0.000000	0.000000	194	4602.000000	8.434246	400	3457.000000	8.148156	
nk	2196	40741.000000	10.614990	0	0.000000	0.000000	2196	40741.000000	10.614990	0	0.000000	0.000000	0	0.000000	0.000000	2	10.000000	2.302585	6	9.000000	2.197225	2188	40722.000000	10.614524	
ae	137	2507.000000	7.826842	9	12.000000	2.484907	109	2416.000000	7.789869	19	79.000000	4.369448	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	137	2507.000000	7.826842	
ee	82	600.000000	6.396930	0	0.000000	0.000000	23	64.000000	4.158883	59	536.000000	6.284134	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	82	600.000000	6.396930	
pO	631	24849.000000	10.120573	302	19884.000000	9.897671	311	4903.000000	8.497603	18	62.000000	4.127134	564	23717.000000	10.073947	48	823.000000	6.712956	224	11828.000000	9.378225	0	0.000000	0.000000	
aw	1100	10714.000000	9.279307	559	6245.000000	8.739536	540	4465.000000	8.404024	1	4.000000	1.386294	575	6265.000000	8.742734	11	54.000000	3.988984	1078	10634.000000	9.271812	4	6.000000	1.791759	
wt	498	4813.000000	8.479076	0	0.000000	0.000000	496	4798.000000	8.475954	2	15.000000	2.708050	0	0.000000	0.000000	0	0.000000	0.000000	2	15.000000	2.708050	496	4798.000000	8.475954	
pl	885	7360.000000	8.903815	211	802.000000	6.687109	674	6558.000000	8.788441	0	0.000000	0.000000	868	7075.000000	8.864323	17	285.000000	5.652489	0	0.000000	0.000000	0	0.000000	0.000000	
sp	3454	39345.000000	10.580124	1828	19719.000000	9.889338	1626	19626.000000	9.884610	0	0.000000	0.000000	1937	20528.000000	9.929545	0	0.000000	0.000000	0	0.000000	0.000000	1517	18817.000000	9.842516	
ks	175	2588.000000	7.858641	6	10.000000	2.302585	128	949.000000	6.855409	41	1629.000000	7.395722	59	161.000000	5.081404	0	0.000000	0.000000	71	1856.000000	7.526179	45	571.000000	6.347389	
fj	605	4946.000000	8.506334	244	2616.000000	7.869402	361	2330.000000	7.753624	0	0.000000	0.000000	566	4737.000000	8.463159	39	209.000000	5.342334	0	0.000000	0.000000	0	0.000000	0.000000	
fl	382	2178.000000	7.686162	156	726.000000	6.587550	226	1452.000000	7.280697	0	0.000000	0.000000	382	2178.000000	7.686162	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
GG	257	1198.000000	7.088409	0	0.000000	0.000000	257	1198.000000	7.088409	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	257	1198.000000	7.088409	
OS	24	214.000000	5.365976	0	0.000000	0.000000	24	214.000000	5.365976	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	24	214.000000	5.365976	0	0.000000	0.000000	
SO	73	559.000000	6.326149	46	381.000000	5.942799	19	47.000000	3.850148	8	131.000000	4.875197	73	559.000000	6.326149	0	0.000000	0.000000	17	243.000000	5.493061	0	0.000000	0.000000	
uE	116	819.000000	6.708084	0	0.000000	0.000000	115	813.000000	6.700731	1	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	116	819.000000	6.708084	
OG	122	1685.000000	7.429521	0	0.000000	0.000000	120	1647.000000	7.406711	2	38.000000	3.637586	0	0.000000	0.000000	0	0.000000	0.000000	4	55.000000	4.007333	118	1630.000000	7.396335	
fr	1287	16652.000000	9.720286	722	11670.000000	9.364777	565	4982.000000	8.513587	0	0.000000	0.000000	1203	16323.000000	9.700330	84	329.000000	5.796058	0	0.000000	0.000000	0	0.000000	0.000000	
fu	695	9000.000000	9.104980	397	7000.000000	8.853665	296	1994.000000	7.597898	2	6.000000	1.791759	638	8584.000000	9.057655	28	284.000000	5.648974	422	4481.000000	8.407602	0	0.000000	0.000000	
fG	2	7.000000	1.945910	0	0.000000	0.000000	2	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	7.000000	1.945910	
oa	190	715.000000	6.572283	1	4.000000	1.386294	184	651.000000	6.478510	5	60.000000	4.094345	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	190	715.000000	6.572283	
ft	13	62.000000	4.127134	0	0.000000	0.000000	12	44.000000	3.784190	1	18.000000	2.890372	0	0.000000	0.000000	0	0.000000	0.000000	1	18.000000	2.890372	12	44.000000	3.784190	
su	1738	49032.000000	10.800228	959	39107.000000	10.574057	763	9619.000000	9.171496	16	306.000000	5.723585	1738	49032.000000	10.800228	0	0.000000	0.000000	927	25218.000000	10.135313	0	0.000000	0.000000	
eg	1215	9104.000000	9.116469	31	150.000000	5.010635	1184	8954.000000	9.099856	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	884	4982.000000	8.513587	331	4122.000000	8.324094	
Gj	135	637.000000	6.456770	33	206.000000	5.327876	102	431.000000	6.066108	0	0.000000	0.000000	135	637.000000	6.456770	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
Gi	253	2146.000000	7.671361	42	110.000000	4.700480	71	625.000000	6.437752	140	1411.000000	7.252054	247	2138.000000	7.667626	6	8.000000	2.079442	198	1639.000000	7.401842	0	0.000000	0.000000	
gu	617	9770.000000	9.187072	323	6501.000000	8.779711	286	3187.000000	8.066835	8	82.000000	4.406719	617	9770.000000	9.187072	0	0.000000	0.000000	259	3648.000000	8.201934	0	0.000000	0.000000	
eL	159	7800.000000	8.961879	1	484.000000	6.182085	156	7314.000000	8.897546	2	2.000000	0.693147	1	484.000000	6.182085	0	0.000000	0.000000	159	7800.000000	8.961879	0	0.000000	0.000000	
Gl	159	1292.000000	7.163947	82	434.000000	6.073045	77	858.000000	6.754604	0	0.000000	0.000000	159	1292.000000	7.163947	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
EG	160	2804.000000	7.938802	3	13.000000	2.564949	157	2791.000000	7.934155	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	23	163.000000	5.093750	137	2641.000000	7.878913	
Gm	61	209.000000	5.342334	0	0.000000	0.000000	61	209.000000	5.342334	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	61	209.000000	5.342334	
NE	39	306.000000	5.723585	0	0.000000	0.000000	38	302.000000	5.710427	1	4.000000	1.386294	39	306.000000	5.723585	0	0.000000	0.000000	26	172.000000	5.147494	0	0.000000	0.000000	
NO	106	631.000000	6.447306	8	28.000000	3.332205	83	553.000000	6.315358	15	50.000000	3.912023	106	631.000000	6.447306	0	0.000000	0.000000	81	538.000000	6.287859	0	0.000000	0.000000	
GO	212	1839.000000	7.516977	62	749.000000	6.618739	126	947.000000	6.853299	24	143.000000	4.962845	207	1834.000000	7.514255	5	5.000000	1.609438	110	647.000000	6.472346	0	0.000000	0.000000	
Gu	414	2489.000000	7.819636	69	703.000000	6.555357	340	1774.000000	7.480992	5	12.000000	2.484907	402	2464.000000	7.809541	12	25.000000	3.218876	245	1401.000000	7.244942	0	0.000000	0.000000	
uZ	14	48.000000	3.871201	2	2.000000	0.693147	12	46.000000	3.828641	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	14	48.000000	3.871201	0	0.000000	0.000000	
Zi	156	1113.000000	7.014814	35	103.000000	4.634729	69	421.000000	6.042633	52	589.000000	6.378426	156	1113.000000	7.014814	0	0.000000	0.000000	120	991.000000	6.898715	0	0.000000	0.000000	
Oi	68	8352.000000	9.030256	0	0.000000	0.000000	32	110.000000	4.700480	36	8242.000000	9.016998	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	68	8352.000000	9.030256	
aO	23	133.000000	4.890349	5	41.000000	3.713572	14	86.000000	4.454347	4	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	23	133.000000	4.890349	
oo	56	401.000000	5.993961	0	0.000000	0.000000	55	399.000000	5.988961	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	56	401.000000	5.993961	
